['new', 52375]
['mxgWec', 31]
['skuwEr', 31]
['tgriNa', 31]
["'akpak", 31]
["'it'oP", 31]
['komando', 31]
['gudayuc', 31]
['franko', 31]
['humera', 31]
['sergo', 31]
['neqefa', 31]
['jemil', 31]
['guzay', 31]
['^Sehay', 31]
["le'a", 31]
['nEt', 31]
["'an", 31]
["'adi", 31]
["'in", 31]
['wami', 31]
['Zan', 31]
['dEta', 31]
['dn', 31]
["'interprayz", 30]
["'invester", 30]
["'indusetri", 30]
["Tru'aynet", 30]
['pankrest', 30]
['xro`oder', 30]
['talaqnet', 30]
["'aristid", 30]
["'itepod^h", 30]
['ykesetal', 30]
['Tebabnet', 30]
['mgbare', 30]
["^samu'El", 30]
['sikeset', 30]
['teseymo', 30]
['tnbeya', 30]
["'a^Sedeqe", 30]
['kolenEl', 30]
['hateta', 30]
['haset', 30]
['^sela^sa', 30]
['blEz', 30]
['nEpad', 30]
['nret', 30]
["'amir", 30]
["'ande", 30]
["'ayne", 30]
['`ame^S', 30]
['yusuf', 30]
['leb', 30]
['lusi', 30]
['rod', 30]
['ket', 30]
['kEri', 30]
['duri', 30]
['gWema', 30]
["gebre'gzi'abHEr", 29]
['dEmokrasiyawinet', 29]
["'investmEnt", 29]
["'anstewal", 29]
['metegber', 29]
['menafst', 29]
['meng^sta', 29]
['buteflika', 29]
['tegebinet', 29]
['teTenaqqo', 29]
['dEmokrat', 29]
['htmet', 29]
['lEgwala', 29]
['meShEt', 29]
['mahbere', 29]
['ma^haber', 29]
['xtruk', 29]
['bslet', 29]
["'amater", 29]
["'am^st", 29]
["'asnesa", 29]
['weTnet', 29]
['fEderal', 29]
['halafi', 29]
['liyz', 29]
['sEkafa', 29]
['binesa', 29]
['cElsi', 29]
['neway', 29]
["'ajip", 29]
['degama', 29]
['gWebez', 29]
['faluja', 29]
['plEt', 29]
['HEde', 29]
['men', 29]
['mez', 29]
['rEno', 29]
['xEh', 29]
['ne^Si', 29]
['kor', 29]
['Hgemengst', 28]
["'a^selTaNnet", 28]
['neq`aTbeb', 28]
["'albeNnet", 28]
['jEnEralnet', 28]
['meqseft', 28]
['mozambik', 28]
['qoraTnet', 28]
["'isma'El", 28]
['disEmber', 28]
['diplomasi', 28]
['flamingWe', 28]
['mekakal', 28]
['meSHafe', 28]
['semaniya', 28]
['qdusat', 28]
['tmrt', 28]
['ne^Sinet', 28]
["'aydele", 28]
['`ame^SeNa', 28]
['zegyet', 28]
['huwala', 28]
['hnSa', 28]
['loyd', 28]
['mixEl', 28]
['qulC', 28]
['NaTimo', 28]
["'abadi", 28]
['kEnEdi', 28]
['`awde', 28]
['zerfe', 28]
['zway', 28]
['Zerme', 28]
['^Sento', 28]
['prodi', 28]
['luqa', 28]
['xEl', 28]
['tom', 28]
['web', 28]
["'instrakter", 27]
['brgadiyer', 27]
['nbretnet', 27]
["'astewaS`o", 27]
["'atlantik", 27]
['simeseret', 27]
['satelayt', 27]
['bhEreseb', 27]
['blxunet', 27]
['bonaparti', 27]
["'ElsabET", 27]
['haseteNa', 27]
['marxal', 27]
['sr`ate', 27]
['sovyet', 27]
['qernet', 27]
['tenesta', 27]
['tmnit', 27]
["'amezko", 27]
['`arebiya', 27]
['`uganda', 27]
['`abeyt', 27]
['serg', 27]
['qulbi', 27]
['bEtEl', 27]
['boloNa', 27]
['tabor', 27]
['tofiq', 27]
['newot', 27]
['drir', 27]
['jmaro', 27]
['Tebaye', 27]
['^Selote', 27]
['^Slat', 27]
['felgWe', 27]
['piyasa', 27]
['ss', 27]
['tabo', 27]
['nato', 27]
["''", 27]
["'^S", 27]
['`ali', 27]
["ye'E", 27]
['dEl', 27]
['meraHEmeng^st', 26]
["'abdulmejd", 26]
['megn^stat', 26]
['mizanawinet', 26]
['tedergWebet', 26]
["ze'ityoPya", 26]
['gbresenay', 26]
['hgawinet', 26]
['mezamurt', 26]
['britaniya', 26]
['^haymanot', 26]
['NerofEser', 26]
["'atlEtiko", 26]
["'adlo'awi", 26]
['yzotanet', 26]
['y^Sedqal', 26]
["rufa'El", 26]
['sEnter', 26]
['sd^st', 26]
['teqawumo', 26]
['tuniziya', 26]
["'ablaCa", 26]
["'Elsa`", 26]
['weldiya', 26]
['jamayka', 26]
['giziyat', 26]
['hamsa', 26]
['qaliti', 26]
['bhil', 26]
['tekela', 26]
['trak', 26]
['newT', 26]
["'awulo", 26]
["'Eyd", 26]
['^Sedqo', 26]
['fnote', 26]
['hol', 26]
['^sara', 26]
['tEdi', 26]
["'f", 26]
['kene', 26]
['waqo', 26]
['zuma', 26]
['yede', 26]
['divi', 26]
['gize', 26]
['gr', 26]
['faso', 26]
["'invEstment", 25]
['bHEreteNnet', 25]
["'amelktowal", 25]
["'astaweqewal", 25]
['meng^sst', 25]
['NerEzidunt', 25]
["'adegeNanet", 25]
['weredeweld', 25]
['fthawinet', 25]
['patriyark', 25]
['liyakahid', 25]
["'ambasel", 25]
["'atlanta", 25]
["'aSn'ot", 25]
['kombolca', 25]
['zanzibar', 25]
['Teqaminet', 25]
['mlml', 25]
['mnilik', 25]
['m^Swat', 25]
['^sayqer', 25]
['sb`na', 25]
['blater', 25]
["'afrik", 25]
['kinxasa', 25]
['`wnet', 25]
['zambiya', 25]
['y^seTal', 25]
['yshaq', 25]
['global', 25]
['frank', 25]
['HnSa', 25]
['me^Saf', 25]
['mrr', 25]
['mnale', 25]
['rokEt', 25]
['sefera', 25]
['n^SuH', 25]
["'araya", 25]
["'aviv", 25]
["'a^haz", 25]
['werk', 25]
['`lete', 25]
['yuwEri', 25]
['palisi', 25]
['let', 25]
['HEg', 25]
['roba', 25]
['qoro', 25]
['beme', 25]
["'id", 25]
['kota', 25]
['yeH', 25]
['ge^Se', 25]
['mekuwannt', 24]
["mhrete'ab", 24]
["qal'aqebay", 24]
['tefelaginet', 24]
['tefeSaminet', 24]
['NerEzidant', 24]
["'internet", 24]
['medHanit', 24]
['ma`kelay', 24]
['^seTtewal', 24]
['singapor', 24]
['butefliqa', 24]
['blhnet', 24]
['nEtwerk', 24]
["'albitr", 24]
["'astewaSo", 24]
["'agannt", 24]
['wezeterefe', 24]
['formaliti', 24]
['lEtenal', 24]
['sendafa', 24]
['seCinet', 24]
['sEnEgal', 24]
["tnsa'E", 24]
['namibiya', 24]
["'a^sreNa", 24]
["'ariyEl", 24]
["'anTura", 24]
['kflate', 24]
['Teqlel', 24]
['^SnfeNa', 24]
['lEber', 24]
['Hayat', 24]
['morati', 24]
['^sebeb', 24]
['skEl', 24]
['qurxo', 24]
['viyali', 24]
['tade^se', 24]
["'a^sor", 24]
["'akepa", 24]
["'inte", 24]
['`nqW', 24]
['zurya', 24]
['dhre', 24]
['jebHa', 24]
['jihad', 24]
['gela^sa', 24]
['pawlo', 24]
['lbe', 24]
['His', 24]
['map', 24]
['tn', 24]
['nEta', 24]
["'Eta", 24]
['gle', 24]
['gWejo', 24]
['^Sota', 24]
['bEtekrstiyanat', 23]
['skEtamanet', 23]
['teyayaZnet', 23]
['tedadarinet', 23]
["'akswerzi", 23]
['drjtnet', 23]
['puntland', 23]
['halafinet', 23]
['^slTanat', 23]
["'islamiya", 23]
["'iyo^safT", 23]
['werarinet', 23]
['projEkt', 23]
['profeser', 23]
['liberal', 23]
['me^ShEt', 23]
['ma^Sdat', 23]
['monopoli', 23]
['smrit', 23]
['srqot', 23]
['sbTr', 23]
['teseney', 23]
["tE'atr", 23]
['negest', 23]
['naxnal', 23]
["'asreNa", 23]
['jenber', 23]
["gb'at", 23]
['^SHfet', 23]
['faxst', 23]
['formula', 23]
['paletika', 23]
['Ha^sEt', 23]
['mehala', 23]
['seyfe', 23]
['srit', 23]
['s`udi', 23]
['sonya', 23]
['xirer', 23]
['blC', 23]
['cavEz', 23]
["'amaSi", 23]
["'akaz", 23]
["'idra", 23]
["'ohaya", 23]
['weyane', 23]
['debela', 23]
['gazEta', 23]
['Tset', 23]
['^Snat', 23]
['haji', 23]
['hop', 23]
['lete', 23]
['rs', 23]
['bep', 23]
['caw', 23]
["'Er", 23]
['keme', 23]
['dawi', 23]
['Tana', 23]
["^hbreteseb'", 22]
["'aselTaNnet", 22]
['NerEzdant', 22]
['kflehager', 22]
['gazETeNnet', 22]
['prEzedant', 22]
['mesemarat', 22]
['manifEsto', 22]
['sema`tat', 22]
['temeserete', 22]
["'albanet", 22]
['`alemaqef', 22]
['yuxcEnko', 22]
['harnet', 22]
['Hwehat', 22]
['me^Shaf', 22]
['ma^hder', 22]
['mEdalya', 22]
["red'Et", 22]
['r`yot', 22]
["s'let", 22]
['qezqez', 22]
['bisnet', 22]
['newnji', 22]
["'axaTr", 22]
["'oromay", 22]
['klark', 22]
['klkela', 22]
['habte', 22]
['metema', 22]
['raxiya', 22]
['sahl', 22]
['stiv', 22]
['xadiya', 22]
['q^Sl', 22]
['qWsl', 22]
['valuta', 22]
['tkur', 22]
['total', 22]
['nacw', 22]
["'ibsa", 22]
["'igama", 22]
["'Erik", 22]
["'osama", 22]
['`rob', 22]
['^Sebel', 22]
['liga', 22]
['lipi', 22]
['mu^sa', 22]
['mili', 22]
['mali', 22]
['reja', 22]
['run', 22]
['xEr', 22]
["'z", 22]
['wEn', 22]
['zef', 22]
['zni', 22]
['yevi', 22]
['Cala', 22]
['^Som', 22]
['fut', 22]
["fa'o", 22]
['pal', 22]
["'instityot", 21]
['wenjeleNnet', 21]
["'aksworzi", 21]
['kontEyner', 21]
['strateji', 21]
['xbrteNa', 21]
['vladimir', 21]
["'adrgWet", 21]
["'Elsa`m", 21]
['kruzEyro', 21]
['Tebaqinet', 21]
['profE^ser', 21]
['meHamud', 21]
['menaweT', 21]
['mrtama', 21]
['rwanda', 21]
['ronald', 21]
['qn`at', 21]
['budnat', 21]
['tErgat', 21]
['tEyler', 21]
['toronto', 21]
["'ar`aya", 21]
["'anElka", 21]
["'azmera", 21]
["'idE^haq", 21]
["'omEdla", 21]
['wenCeqo', 21]
['frhat', 21]
['hayq', 21]
['hEnz', 21]
['makro', 21]
['regeb', 21]
['rgT', 21]
['smiz', 21]
['qelel', 21]
['qe^Sela', 21]
['tekor', 21]
['tibor', 21]
['toyota', 21]
["'aqaqi", 21]
['`nba', 21]
['zurik', 21]
['driba', 21]
['julay', 21]
['graf', 21]
['Terega', 21]
['frde', 21]
['luya', 21]
['sur', 21]
['tito', 21]
["'it", 21]
['yeb', 21]
['jin', 21]
['seblewengEl', 20]
["'asfe^Saminet", 20]
["'abdulmejid", 20]
['listekakel', 20]
['sEptEmber', 20]
['bEnxangul', 20]
["te'amaninet", 20]
['tegel^Sowal', 20]
['^habreteseb', 20]
["neq'aTbeb", 20]
["'askefinet", 20]
["'agelgelot", 20]
['durasenbet', 20]
['limeseret', 20]
['me^sfert', 20]
['blewutal', 20]
['tenesasto', 20]
['cansler', 20]
['negestat', 20]
["'astewa^So", 20]
["'isedE'a^ha", 20]
["'invEst", 20]
["'ostriya", 20]
['`nqfat', 20]
['dirEkter', 20]
['diyaqonat', 20]
['dEnmark', 20]
['Tebmenja', 20]
['hawlt', 20]
['mulunet', 20]
['musEvEni', 20]
['mayorka', 20]
['semarya', 20]
['sister', 20]
['sb^seba', 20]
['sbsba', 20]
['xa`bya', 20]
['xrgud', 20]
['bulbula', 20]
['tyatr', 20]
["'a^seTaT", 20]
["'ariyel", 20]
["'abdula", 20]
['`Swat', 20]
['de^saleN', 20]
['draft', 20]
['Tembaro', 20]
['Tnqr', 20]
['faklti', 20]
['muler', 20]
['mosisa', 20]
['^swr', 20]
['^so^st', 20]
['sanka', 20]
['sPaN', 20]
['soft', 20]
['bond', 20]
['carj', 20]
['Nanet', 20]
["'amha", 20]
["'awuCi", 20]
["'igal", 20]
["'EdEpa", 20]
['kunama', 20]
['`geza', 20]
['ziyad', 20]
['zagalo', 20]
['dawd', 20]
['dm`', 20]
['gelel', 20]
['Tahir', 20]
['ClT', 20]
['Sehafi', 20]
['fetto', 20]
['leme', 20]
['lewe', 20]
['ser', 20]
['biya', 20]
['bol', 20]
['tEl', 20]
['tedergWelacewal', 19]
["'astemamaNnet", 19]
['seb`awinet', 19]
['sayntist', 19]
['xemgaynet', 19]
["qeN'azmac", 19]
['testekakay', 19]
['tebarrewal', 19]
['tebabarinet', 19]
['celteNnet', 19]
["'axqoleqole", 19]
["'aqrabinet", 19]
["'ayerland", 19]
["'istanbul", 19]
['zemenawinet', 19]
['Torme^sariya', 19]
["meswa't", 19]
['me^SaHft', 19]
['ma`zenat', 19]
['xewarobit', 19]
['qoraCnet', 19]
['qonejajt', 19]
['qWenejajt', 19]
['Nerojekt', 19]
["'asnesto", 19]
["'asSeyafi", 19]
["'aqenajto", 19]
["'antonov", 19]
["'injner", 19]
["'obasanjo", 19]
['komunist', 19]
['hitler', 19]
['haylat', 19]
['meferej', 19]
['maHbere', 19]
['mandEt', 19]
['mEdrok', 19]
['mohamed', 19]
['sEmEnar', 19]
['tewnEt', 19]
['tefelgWe', 19]
["'a^serte", 19]
["'anbbo", 19]
["'awgzo", 19]
["'iyo'ab", 19]
["'idE^ha^h", 19]
['kiyubik', 19]
['wegaHta', 19]
['`abeyt', 19]
['hareg', 19]
['hateta', 19]
['Halafi', 19]
['marta', 19]
['mSPa', 19]
['^sergWe', 19]
['^slsa', 19]
['romano', 19]
['qere^Sa', 19]
['tene^s', 19]
["tek'E", 19]
['trik', 19]
['tolosa', 19]
['nebil', 19]
['nEsl', 19]
["'a^hz", 19]
["'ayga", 19]
['kirub', 19]
['kiyev', 19]
['komEsa', 19]
['wayt', 19]
['`alema', 19]
['`alet', 19]
['`ayne', 19]
['yhci', 19]
['gEyl', 19]
['Trt', 19]
['ferje', 19]
['fort', 19]
['porti', 19]
['hana', 19]
['Hawa', 19]
["ma'o", 19]
['besi', 19]
['top', 19]
['kub', 19]
['zeda', 19]
['yedi', 19]
['dix', 19]
['gEdo', 19]
['peti', 19]
['sEkrEtariyat', 18]
['bEtemengst', 18]
['teketataynet', 18]
['tedergWebetal', 18]
['^sarsfild', 18]
['standard', 18]
['tewelajnet', 18]
["'asoxiyetd", 18]
["'Ethi'opi'a", 18]
['faynanxal', 18]
['mestawet', 18]
['sEmister', 18]
['bukarEst', 18]
['bEyjing', 18]
['vladmir', 18]
['teqenajto', 18]
['novEmber', 18]
["'albert", 18]
["'arstid", 18]
["'agbinet", 18]
["'uNHCr", 18]
['deHnnet', 18]
['degafinet', 18]
['janjawid', 18]
['mesjid', 18]
['meqdela', 18]
['misayl', 18]
['minsr', 18]
["ma'bel", 18]
['^selamta', 18]
['^sayageN', 18]
['^slehone', 18]
['romariyo', 18]
['sEnater', 18]
['bikeset', 18]
['te^selfo', 18]
['t^s^sr', 18]
["'asamro", 18]
["'ababiya", 18]
["'ogest", 18]
['wtweta', 18]
['yuxEnko', 18]
['yhcw', 18]
['d^hnet', 18]
['gele`ad', 18]
['ferenj', 18]
['hayq', 18]
['haqeNa', 18]
['link', 18]
['mehari', 18]
['midya', 18]
['manila', 18]
['sivl', 18]
['sing', 18]
['soker', 18]
['qeTel', 18]
['qne^sa', 18]
['bulca', 18]
['te^Sfo', 18]
['nkki', 18]
['nobEl', 18]
["'alef", 18]
["'urji", 18]
["'Elpa", 18]
['kigali', 18]
['kosovo', 18]
['wesT', 18]
['waxera', 18]
['zeleg', 18]
['dm^Si', 18]
['gib`a', 18]
['fsha', 18]
['mil', 18]
['mimi', 18]
['mEri', 18]
['ray', 18]
['roy', 18]
['bEn', 18]
['van', 18]
['nuna', 18]
["'abi", 18]
["'a'a", 18]
["'oto", 18]
['wEr', 18]
['jama', 18]
['gofa', 18]
['Cr', 18]
['pari', 18]
["'an^Sebarqewal", 17]
["'abdul'aziz", 17]
["'afriqawyat", 17]
['wsbsbnet', 17]
['tegeddewal', 17]
["'Ertrawit", 17]
['kompyuter', 17]
['debrewerq', 17]
['liyasnesa', 17]
['Hzbawit', 17]
['mnalebet', 17]
['^sleneber', 17]
['serkular', 17]
['bozenEnet', 17]
['tegadalay', 17]
["'amnsti", 17]
["'azaZnet", 17]
["'af'abet", 17]
['kolombiya', 17]
['yweddal', 17]
['darEkter', 17]
['dokment', 17]
['limitd', 17]
['Hwe^hat', 17]
['muhamed', 17]
['mu`amer', 17]
['^sansiro', 17]
['saynesa', 17]
['qonsl', 17]
['beHbu`', 17]
['bombEy', 17]
['teseyeme', 17]
['tenkWel', 17]
['tgrN', 17]
["'abzaNa", 17]
["'akaHEd", 17]
["'awuroPa", 17]
["'azmari", 17]
["'a^Seyafi", 17]
["'ihadEg", 17]
["'idE^hpa", 17]
["'E'Efpi", 17]
['kraNoti', 17]
['kolEnEl', 17]
['weyolet', 17]
['wegagoda', 17]
['`abalat', 17]
['`wneta', 17]
['dijital', 17]
['juniyer', 17]
['pronk', 17]
['hayle', 17]
['likud', 17]
['melake', 17]
['mewi`', 17]
['mEyl', 17]
['mhla', 17]
['mobil', 17]
['raHEl', 17]
['radar', 17]
['quraC', 17]
['qadr', 17]
['blTa', 17]
['b^Say', 17]
['viyEri', 17]
['vasko', 17]
['^hasab', 17]
["'anesa", 17]
['kWelEj', 17]
['`areb', 17]
['dinar', 17]
['genete', 17]
['^Seyaf', 17]
['hat', 17]
['Hana', 17]
['Haj', 17]
['moti', 17]
['^sefa', 17]
['rE^sa', 17]
['bemi', 17]
['vigWe', 17]
['tim', 17]
['nw', 17]
["'ti", 17]
['jak', 17]
['jEsi', 17]
['gali', 17]
['gs', 17]
['Timo', 17]
['^Swa', 17]
['hgemengst', 16]
["'astewaynet", 16]
["'awgzewtal", 16]
["'Ertrawinet", 16]
["gebremika'El", 16]
['^snemgbar', 16]
['r`sebhEr', 16]
['bErluskoni', 16]
["'amErikawit", 16]
["'ajendanet", 16]
["'islamabad", 16]
["'invEster", 16]
['ymeseretal', 16]
['Halafinet', 16]
['Haymanot', 16]
['snksar', 16]
['qrsnet', 16]
['teTerinet', 16]
["t'gst", 16]
["'alqayda", 16]
["'Eritriya", 16]
['kineTbeb', 16]
['zedngl', 16]
['zegele`ad', 16]
['dekamanet', 16]
['gErhard', 16]
['hafret', 16]
['harnet', 16]
['hwehat', 16]
['lEguwala', 16]
['Hwehat', 16]
['mesrto', 16]
['mideqsa', 16]
['ma^seraCa', 16]
['marlEy', 16]
['maCawet', 16]
["ml'ate", 16]
['mlket', 16]
['mH^Sare', 16]
['moNnet', 16]
['moktada', 16]
['sebseb', 16]
['tehlay', 16]
["tewaS'o", 16]
['tunizya', 16]
['twwq', 16]
['nuklEr', 16]
["'a^salfo", 16]
["'atsga", 16]
["'a'laf", 16]
["'uNmE'E", 16]
['komuniti', 16]
['wedehWila', 16]
['zqTet', 16]
['janmEda', 16]
['janwari', 16]
['jorjiya', 16]
['gebrEl', 16]
['geZinet', 16]
['gElgela', 16]
['glbeTa', 16]
['grigWeri', 16]
['gWelmasa', 16]
['Ta`otat', 16]
['paradizo', 16]
['harer', 16]
['hruy', 16]
['libEro', 16]
['lbne', 16]
["l'uk", 16]
['Hareri', 16]
['meseri', 16]
["me^Sa'i", 16]
['musab', 16]
['^seleba', 16]
['reHab', 16]
["rebu'", 16]
['rhab', 16]
['sidni', 16]
['sijara', 16]
['xibexi', 16]
['qiTEsa', 16]
['cekol', 16]
["'art", 16]
["'abEl", 16]
["'atak", 16]
['kEbl', 16]
['kong', 16]
['`aby', 16]
['`umra', 16]
['`ame^Sa', 16]
['yhw', 16]
['diditi', 16]
['dreja', 16]
['jebha', 16]
['gudeta', 16]
['gug^sa', 16]
['gmb', 16]
['Ta`ot', 16]
['^Sadiq', 16]
['fe^Seme', 16]
['fild', 16]
['faTuma', 16]
['fTT', 16]
['fCt', 16]
['part', 16]
['pawel', 16]
['lili', 16]
['lEvi', 16]
['siso', 16]
["'are", 16]
['wuHa', 16]
['wan', 16]
['wm', 16]
['ZEn', 16]
['deje', 16]
['daka', 16]
['dadi', 16]
['dEpo', 16]
['jida', 16]
['jda', 16]
['geSe', 16]
['Cabo', 16]
['fEn', 16]
['pan', 16]
['dimokrasiyawinet', 15]
['brodkasting', 15]
["'industriyal", 15]
['meng^stnet', 15]
['bEtemeSaHft', 15]
["'alEksander", 15]
["'institiyut", 15]
['tezamajnet', 15]
['teCebaCnet', 15]
["'alem'aqef", 15]
["'amracnet", 15]
["'asteduder", 15]
["'ategebaber", 15]
["'akrarinet", 15]
["'adrgWenal", 15]
["'olimpiyad", 15]
['gbre^hayl', 15]
['matEriyal', 15]
['biyErhof', 15]
['bHErteNa', 15]
['bsklEt', 15]
['botling', 15]
['tayland', 15]
["'aljeriya", 15]
["'amecinet", 15]
["'awtluk", 15]
['kompayl', 15]
['kontEner', 15]
['ytbarek', 15]
['yder^sal', 15]
['gzatnet', 15]
['portugal', 15]
['honowal', 15]
['Hananya', 15]
['mesewer', 15]
['mEdikal', 15]
['mhrete', 15]
['ml`ate', 15]
["^seb'awi", 15]
['^slTane', 15]
['^so^steNa', 15]
['r`yute', 15]
['si^Sedq', 15]
['qdsat', 15]
['behbu`', 15]
['tewa^S`o', 15]
['tefe^Smo', 15]
['tElaviv', 15]
['tEyatr', 15]
['trest', 15]
['tgbera', 15]
['ng^ste', 15]
["'asrt", 15]
["'abuhay", 15]
["'atekuro", 15]
["'ithad", 15]
["'idEhpa", 15]
["'oromya", 15]
['krEdit', 15]
['kohler', 15]
['`dsat', 15]
['zakaroni', 15]
['glbT', 15]
['gnNut', 15]
['falujaH', 15]
['palErmo', 15]
['hatami', 15]
['hzbi', 15]
['lmxa', 15]
['merir', 15]
['mbEki', 15]
['monako', 15]
['rubl', 15]
['rbqa', 15]
['robEl', 15]
['royal', 15]
['setet', 15]
['sEteNa', 15]
['xemaya', 15]
['xewit', 15]
['qebel', 15]
['tkWr', 15]
['^hlafi', 15]
['nqate', 15]
["'azzo", 15]
['kurEy', 15]
['windi', 15]
['wagaye', 15]
['`aby', 15]
['dedefo', 15]
['jrat', 15]
['gudayo', 15]
['gudf', 15]
['CPj', 15]
['Selote', 15]
['hom', 15]
['leT', 15]
['lora', 15]
['los', 15]
['mur', 15]
['maji', 15]
['mo`a', 15]
['redi', 15]
['xuk', 15]
['xal', 15]
['bog', 15]
['vEle', 15]
['nay', 15]
['Nun', 15]
['kemi', 15]
['keko', 15]
['zip', 15]
['dipo', 15]
['gibi', 15]
['polo', 15]
["'astedadarinet", 14]
['ma`kelawinet', 14]
['temelktowal', 14]
['^haylemelekot', 14]
["'ascegarinet", 14]
["'abdulqadr", 14]
["'inspEkter", 14]
['gelelteNnet', 14]
['l`ulseged', 14]
["mn'albat", 14]
['^serateNnet', 14]
['senbetbet', 14]
['tenagerewal', 14]
['tenserafto', 14]
["'asmelketo", 14]
["'aste^sa^seb", 14]
["'ayqerEnet", 14]
["'aglglot", 14]
['gbre^senay', 14]
["f^Sumze'ab", 14]
['parlamEnt', 14]
['mnCnet', 14]
['semEnawit', 14]
['sEntral', 14]
['softwEr', 14]
['blTasor', 14]
['trapatoni', 14]
["t'zazat", 14]
["Nati'onal", 14]
["'albErto", 14]
["'antoniyo", 14]
["'agaZnet", 14]
["'aTenaqqo", 14]
['weHnibEt', 14]
['`wneteNa', 14]
['yfe^Smal', 14]
['finland', 14]
['fEbruwari', 14]
['hayleNa', 14]
["melk'a", 14]
['mesjd', 14]
['marsEy', 14]
['marcElo', 14]
['mlketa', 14]
['mSwat', 14]
['r`sane', 14]
['sEynt', 14]
["xa'biya", 14]
['teqer^So', 14]
["'aryel", 14]
["'asadar", 14]
["'asfha", 14]
["'atekara", 14]
["'ankara", 14]
["'aynet", 14]
["'olangWe", 14]
["'obingWe", 14]
['kroner', 14]
['world', 14]
['`arefte', 14]
['zenbel', 14]
['yunEsko', 14]
['dehnet', 14]
['genzb', 14]
['gudelet', 14]
['gragEta', 14]
['Tegnet', 14]
['TureteNa', 14]
['poland', 14]
['hayat', 14]
['hEnok', 14]
['lbse', 14]
['HEyti', 14]
['mexgWe', 14]
['museNa', 14]
['^serT', 14]
['rexd', 14]
['river', 14]
['rawl', 14]
['sewec', 14]
['sadat', 14]
['xabiya', 14]
['qrEte', 14]
['bluy', 14]
['tutsi', 14]
['neby', 14]
['newS', 14]
["'aruxa", 14]
["'aske", 14]
["'adeg", 14]
["'itivi", 14]
["'inc", 14]
["'Elsi", 14]
["'oslo", 14]
['king', 14]
['kont', 14]
['`a^Sme', 14]
['`rqe', 14]
['zenda', 14]
['Zinola', 14]
['Zazira', 14]
['ynesa', 14]
['yodit', 14]
['dinxo', 14]
['diyagWe', 14]
['geleT', 14]
['^Sehay', 14]
['feysa', 14]
["fre'a", 14]
['ford', 14]
['hode', 14]
['leS', 14]
['Hama', 14]
['Har', 14]
['^seCi', 14]
['rut', 14]
['rna', 14]
['robi', 14]
['sina', 14]
['sol', 14]
['bEto', 14]
['nm', 14]
['noh', 14]
["'S", 14]
['kol', 14]
['kopa', 14]
['`asa', 14]
['zati', 14]
['dik', 14]
['dElo', 14]
['fil', 14]
["'amalgamEtd", 13]
['weldetensay', 13]
['hbrete^seb', 13]
['HgeweTnet', 13]
['^sampdoriya', 13]
['sertefikEt', 13]
['brgadEyer', 13]
['temaSnewal', 13]
['tesatafinet', 13]
['tedergWelet', 13]
["'amakarinet", 13]
["'arso'ader", 13]
["'astonvila", 13]
["'iyzra'El", 13]
['klaxnkov', 13]
['yuniversal', 13]
['ystekakel', 13]
['frEhywet', 13]
['fqadeNnet', 13]
['meSahft', 13]
['me^Sahft', 13]
['ma`dnat', 13]
['mEriland', 13]
['ripablik', 13]
['ripoblik', 13]
['qoytwal', 13]
['traford', 13]
['^hayalnet', 13]
["'ahgurat", 13]
["'alfrEd", 13]
["'ar`st", 13]
["'aselTno", 13]
["'aneseteNa", 13]
["'anSokiya", 13]
["'a'lafat", 13]
["'akadamik", 13]
["'ayatolaH", 13]
["'aTqinet", 13]
["'itamaZor", 13]
["'ipo''ako", 13]
["'Emanu'El", 13]
["'Edward", 13]
['wikstEd', 13]
['demozteNa', 13]
['garziyato', 13]
['Torsefer', 13]
['fitlefit', 13]
['hErald', 13]
['liyzut', 13]
['melk`a', 13]
['mene^Sr', 13]
['mewahad', 13]
['malEZya', 13]
['mak^seNo', 13]
['mErkuri', 13]
['^seb`awi', 13]
['rikardo', 13]
['sbhat', 13]
['qdste', 13]
["bilba'o", 13]
['camber', 13]
['nefasat', 13]
["'alhone", 13]
["'abenEr", 13]
["'ayatola", 13]
["'adisaba", 13]
["'a^Sdqo", 13]
['`dleNa', 13]
['`^Swat', 13]
['gedumat', 13]
['golma^sa', 13]
['Tenqeq', 13]
['familiya', 13]
['faxist', 13]
['fakalti', 13]
['fnkc', 13]
['paskal', 13]
['hadiya', 13]
['hunEt', 13]
['lusaka', 13]
['libro', 13]
['merima', 13]
["me'at", 13]
['mawej', 13]
['^sfr', 13]
['risk', 13]
['skot', 13]
['qer^So', 13]
['bHEre', 13]
['bravo', 13]
['valEz', 13]
['negso', 13]
["'abEto", 13]
["'adgWe", 13]
["'old", 13]
["'over", 13]
['werota', 13]
['zeHEg', 13]
['znb', 13]
['derja', 13]
['dinqa', 13]
["di'Eta", 13]
['dakar', 13]
['jEnEva', 13]
['jovani', 13]
['gerji', 13]
['Suhuf', 13]
['fawl', 13]
['flaSa', 13]
['poliyo', 13]
['hal', 13]
['lew', 13]
['mini', 13]
['suha', 13]
['sisi', 13]
['sari', 13]
['cif', 13]
['no^h', 13]
["'aw", 13]
["'u'i", 13]
["'i'u", 13]
["'je", 13]
['kEz', 13]
['yekWe', 13]
['dEy', 13]
['gEt', 13]
['g^s', 13]
['gWeh', 13]
['fon', 13]
['tefe^Smobacewal', 12]
["'astelalafinet", 12]
["'aregagTalehuN", 12]
['hageresbket', 12]
["^haylemika'El", 12]
["'afrikanist", 12]
["'indewmEnt", 12]
